"","Target","Age","Smstr1.GPA","Smstr2.GPA","GPA","Gender","Mart.Stat","Nationality","Mom.Ed","Mom.Occp","Dad.Ed","Dad.Occp","Course","Admission.Grade","Scholarship","Age.Group","Grade"
"3190","Graduate",24,3.42,3.21,3.32,0,1,1,38,9,37,5,9773,138.4,1,"B_early_20s","B+"
"3191","Graduate",24,3.12,3.21,3.16,0,1,1,19,4,19,9,9085,139.9,1,"B_early_20s","B"
"3192","Graduate",24,3.75,4,3.88,1,1,1,1,5,1,3,9070,112,1,"B_early_20s","A-"
"3193","Dropout",24,3.14,3.21,3.17,0,1,1,38,9,38,10,9130,120,0,"B_early_20s","B"
"3194","Dropout",24,2.62,3.12,2.87,1,1,1,38,7,37,7,9670,140,0,"B_early_20s","B-"
"3195","Dropout",24,0,0,0,1,1,1,19,8,37,5,8014,125,0,"B_early_20s","F"
"3196","Graduate",24,2.9,3.25,3.08,1,1,1,19,5,1,8,9670,97.2,1,"B_early_20s","B"
"3197","Dropout",24,0,0,0,1,1,1,1,2,3,2,9500,100,0,"B_early_20s","F"
"3198","Dropout",24,0,0,0,1,1,1,1,9,1,4,9147,140,0,"B_early_20s","F"
"3199","Dropout",24,2.85,2.95,2.9,0,1,1,37,7,1,4,8014,95,0,"B_early_20s","B-"
"3200","Dropout",24,2.88,2.61,2.74,0,1,1,1,4,19,7,9853,111.3,0,"B_early_20s","B-"
"3201","Dropout",24,0,0,0,1,1,1,37,9,38,8,9119,100,0,"B_early_20s","F"
"3202","Dropout",24,0,0,0,1,1,1,34,0,34,0,9119,134,0,"B_early_20s","F"
"3203","Enrolled",24,3.12,2.88,3,0,1,1,1,9,3,4,9085,140,0,"B_early_20s","B"
"3204","Dropout",24,0,3.62,1.81,1,1,1,38,7,37,7,9119,129,0,"B_early_20s","C-"
"3205","Dropout",24,0,0,0,1,1,1,2,2,1,4,9991,100,0,"B_early_20s","F"
"3206","Dropout",24,2.96,2.88,2.92,1,1,1,19,9,1,4,9130,156,0,"B_early_20s","B-"
"3207","Enrolled",24,2.62,2.5,2.56,0,1,41,38,9,38,8,9147,134.8,0,"B_early_20s","C+"
"3208","Enrolled",24,3.72,3.43,3.58,1,1,1,19,1,37,1,9003,140,0,"B_early_20s","B+"
"3209","Dropout",24,2.92,2.62,2.77,0,1,1,1,4,1,4,9670,112.9,0,"B_early_20s","B-"
"3210","Graduate",24,3.79,3.88,3.84,0,1,1,1,4,19,4,9070,110,0,"B_early_20s","A-"
"3211","Graduate",24,3.33,3.33,3.33,1,1,1,37,9,37,9,9500,118.8,0,"B_early_20s","B+"
"3212","Graduate",24,3,3.14,3.07,0,1,1,1,4,9,4,9085,128.2,0,"B_early_20s","B"
"3213","Dropout",24,3.25,3,3.12,0,1,1,19,4,19,10,9085,100,0,"B_early_20s","B"
"3214","Enrolled",24,3.28,3.25,3.26,0,1,1,19,9,1,9,9085,130,0,"B_early_20s","B"
"3215","Dropout",24,2.5,0,1.25,0,1,1,37,4,38,7,8014,110,0,"B_early_20s","D"
"3216","Dropout",24,2.82,2.58,2.7,0,1,1,1,9,1,6,9254,105,0,"B_early_20s","B-"
"3217","Dropout",24,0,0,0,0,1,1,34,0,34,0,9853,140,0,"B_early_20s","F"
"3218","Graduate",24,3.15,3.05,3.1,0,1,1,3,6,1,6,9254,116.3,0,"B_early_20s","B"
"3219","Graduate",24,3.21,3.16,3.18,0,1,1,1,9,19,7,9003,133.8,1,"B_early_20s","B"
"3220","Dropout",24,3.25,0,1.62,0,1,1,12,4,2,2,9085,144.6,0,"B_early_20s","D+"
"3221","Dropout",24,0,0,0,1,1,1,1,9,1,10,9556,100.5,0,"B_early_20s","F"
"3222","Graduate",24,2.82,3.15,2.98,1,1,1,38,9,3,1,9500,140,0,"B_early_20s","B-"
"3223","Graduate",24,3.19,3.19,3.19,1,1,1,1,4,1,9,9500,150,0,"B_early_20s","B"
"3224","Dropout",24,0,0,0,1,1,1,38,4,37,5,9254,102.5,0,"B_early_20s","F"
"3225","Enrolled",24,2.83,2.83,2.83,1,1,1,19,191,1,144,9130,110,0,"B_early_20s","B-"
"3226","Enrolled",24,2.5,2.75,2.62,1,1,1,19,9,19,7,9119,110.3,0,"B_early_20s","C+"
"3227","Enrolled",24,3.44,3,3.22,1,1,1,19,9,19,5,9130,160,0,"B_early_20s","B"
"3228","Enrolled",24,3.39,3.35,3.37,1,1,6,1,192,1,144,9003,129.8,0,"B_early_20s","B+"
"3229","Graduate",24,4,4,4,1,1,1,38,9,37,9,9991,149.3,1,"B_early_20s","A"
"3230","Dropout",24,0,0,0,1,1,1,1,1,1,6,9003,120,0,"B_early_20s","F"
"3231","Dropout",24,2.62,2.5,2.56,0,1,1,37,9,37,7,9254,113.2,0,"B_early_20s","C+"
"3232","Enrolled",24,2.62,2.75,2.68,0,1,1,1,4,19,6,9147,106,0,"B_early_20s","C+"
"3233","Dropout",24,0,3,1.5,1,1,1,37,9,37,9,9991,134.3,0,"B_early_20s","D+"
"3234","Dropout",24,2.67,3.5,3.08,1,1,1,19,4,5,1,9147,100,0,"B_early_20s","B"
"3235","Graduate",24,3.1,3.1,3.1,0,1,1,37,7,37,7,9500,160,1,"B_early_20s","B"
"3236","Graduate",24,3.21,3,3.1,0,1,1,34,0,34,0,8014,136.1,0,"B_early_20s","B"
"3237","Dropout",24,0,0,0,0,6,1,19,5,1,90,8014,115,0,"B_early_20s","F"
"3238","Dropout",24,0,0,0,1,1,1,19,7,19,7,9670,130.9,0,"B_early_20s","F"
"3239","Graduate",24,3.71,3.4,3.55,0,1,1,19,7,19,7,9085,130,0,"B_early_20s","B+"
"3240","Graduate",24,3.12,3.15,3.13,0,1,1,19,4,19,5,9238,120.6,0,"B_early_20s","B"
"3241","Enrolled",24,3.18,3.18,3.18,0,1,1,3,2,19,5,9500,130,0,"B_early_20s","B"
"3242","Graduate",24,0,0,0,0,1,1,38,9,19,9,171,151.7,1,"B_early_20s","F"
"3243","Graduate",24,3.38,3.25,3.32,0,1,1,19,171,19,163,9773,104,1,"B_early_20s","B+"
"3244","Dropout",24,3,0,1.5,0,1,1,19,4,37,7,8014,115.8,0,"B_early_20s","D+"
"3245","Dropout",24,2.67,2.62,2.64,0,1,1,19,9,38,8,9991,140.9,0,"B_early_20s","C+"
"3246","Dropout",24,3.29,3.17,3.23,1,1,1,19,9,3,2,9130,140,0,"B_early_20s","B"
"3247","Enrolled",24,2.68,3.14,2.91,1,1,1,38,5,3,3,9991,128.2,0,"B_early_20s","B-"
"3248","Dropout",24,3.09,3,3.04,0,1,1,37,9,38,9,9556,106,1,"B_early_20s","B"
"3249","Graduate",24,3.32,3.22,3.27,0,1,1,19,9,38,9,9085,126.9,0,"B_early_20s","B"
"3250","Graduate",24,3.75,3.75,3.75,0,1,1,38,9,1,4,9500,140,0,"B_early_20s","A-"
"3251","Enrolled",24,2.81,2.61,2.71,1,1,1,1,4,1,3,9670,133.4,0,"B_early_20s","B-"
"3252","Enrolled",24,2.7,2.75,2.72,0,1,1,38,5,38,5,9147,101.8,0,"B_early_20s","B-"
"3253","Graduate",24,2.85,2.99,2.92,0,1,1,37,3,37,7,9556,117.8,0,"B_early_20s","B-"
"3254","Enrolled",24,3.07,3.03,3.05,0,1,1,37,9,37,9,9991,151.6,0,"B_early_20s","B"
"3255","Dropout",24,2.84,3.21,3.02,0,2,1,34,0,34,0,9147,131.8,0,"B_early_20s","B"
"3256","Dropout",24,3.12,3.08,3.1,1,1,1,1,4,1,10,9130,110,0,"B_early_20s","B"
"3257","Dropout",24,2.91,2.81,2.86,1,1,1,37,7,37,9,171,134.1,0,"B_early_20s","B-"
"3258","Enrolled",24,3.33,3.28,3.3,1,1,1,3,2,1,6,9003,128.2,0,"B_early_20s","B+"
"3259","Dropout",24,4,4,4,1,1,1,3,2,38,3,9119,160,0,"B_early_20s","A"
"3260","Dropout",24,2.56,2.56,2.56,1,1,1,19,9,19,9,9500,100,0,"B_early_20s","C+"
"3261","Graduate",24,3.07,3.41,3.24,1,2,1,19,193,19,144,9556,139.8,0,"B_early_20s","B"
"3262","Enrolled",24,3.29,2.96,3.12,1,1,41,2,2,2,2,9119,100,0,"B_early_20s","B"
"3263","Dropout",24,3.93,3.98,3.96,1,1,1,1,4,1,10,9003,134.4,0,"B_early_20s","A-"
"3264","Enrolled",24,2.96,3.5,3.23,1,1,1,19,9,37,9,9119,134,1,"B_early_20s","B"
"3265","Dropout",24,3.21,3.42,3.32,1,1,1,3,3,1,10,9670,116.2,0,"B_early_20s","B+"
"3266","Dropout",24,0,0,0,1,1,1,19,90,1,3,9119,116.1,0,"B_early_20s","F"
"3267","Dropout",24,0,0,0,1,1,1,3,3,19,5,9254,115,0,"B_early_20s","F"
"3268","Dropout",24,2.94,3.38,3.16,1,1,1,38,9,19,9,9130,150,0,"B_early_20s","B"
"3269","Graduate",24,3,3.25,3.12,0,1,1,38,6,37,6,8014,113,1,"B_early_20s","B"
"3270","Enrolled",24,2.95,2.81,2.88,0,1,1,19,9,19,6,9003,135.4,0,"B_early_20s","B-"
"3271","Dropout",24,0,0,0,0,5,1,1,4,1,8,9147,140.5,0,"B_early_20s","F"
"3272","Graduate",24,3.07,3.19,3.13,0,1,1,1,9,37,7,9991,130.2,1,"B_early_20s","B"
"3273","Graduate",24,3.04,3.04,3.04,0,4,1,38,7,37,7,9500,101.5,0,"B_early_20s","B"
"3274","Dropout",24,0,0,0,0,4,1,38,7,37,7,9556,101.5,0,"B_early_20s","F"
"3275","Enrolled",24,2.99,2.99,2.99,0,1,1,38,5,19,5,9500,115.4,1,"B_early_20s","B-"
"3276","Enrolled",24,3.1,3.04,3.07,0,1,1,19,9,38,8,9556,113.3,0,"B_early_20s","B"
"3277","Dropout",24,2.92,2.96,2.94,0,1,1,37,9,37,9,9991,160,0,"B_early_20s","B-"
"3278","Graduate",24,3.1,3.1,3.1,0,1,1,1,4,19,8,9500,122,0,"B_early_20s","B"
"3279","Graduate",24,3.39,3.17,3.28,1,1,1,37,9,19,9,9003,150,1,"B_early_20s","B"
"3280","Enrolled",24,2.71,2.96,2.84,1,1,1,37,9,19,8,9556,110,1,"B_early_20s","B-"
"3281","Dropout",24,2.83,0,1.42,1,1,1,19,9,19,9,9991,150.3,0,"B_early_20s","D+"
"3282","Graduate",24,3.25,3.31,3.28,0,1,1,1,4,19,9,9085,114.5,0,"B_early_20s","B"
"3283","Dropout",24,3.25,2.83,3.04,0,1,1,34,0,34,0,9670,104,0,"B_early_20s","B"
"3284","Dropout",24,0,0,0,1,1,1,12,9,12,9,9003,126.1,0,"B_early_20s","F"
"3285","Graduate",24,3,3.25,3.12,0,1,1,38,9,38,9,9085,132,0,"B_early_20s","B"
"3286","Dropout",24,3.67,0,1.83,1,1,1,19,90,37,90,9085,140,0,"B_early_20s","C-"
"3287","Graduate",25,2.62,2.9,2.76,0,1,1,1,4,19,5,9670,100,1,"C_late_20s","B-"
"3288","Enrolled",25,3.03,3.33,3.18,0,1,1,1,4,1,5,9556,145,0,"C_late_20s","B"
"3289","Dropout",25,3.38,3.56,3.47,0,1,1,19,9,1,9,9130,122.5,0,"C_late_20s","B+"
"3290","Dropout",25,0,0,0,0,1,1,37,9,1,1,9147,122.7,0,"C_late_20s","F"
"3291","Dropout",25,2.62,0,1.31,0,1,1,1,4,1,4,9147,118.5,0,"C_late_20s","D+"
"3292","Dropout",25,0,0,0,0,4,1,34,0,34,0,9085,128.2,0,"C_late_20s","F"
"3293","Graduate",25,0,0,0,1,1,1,4,2,4,2,171,150,0,"C_late_20s","F"
"3294","Enrolled",25,3.55,3.38,3.46,1,1,1,1,5,1,10,9119,146.8,0,"C_late_20s","B+"
"3295","Dropout",25,3.25,3.44,3.34,1,1,1,19,7,1,9,9773,115,0,"C_late_20s","B+"
"3296","Dropout",25,3.11,2.71,2.91,1,1,1,3,2,2,2,9003,150,0,"C_late_20s","B-"
"3297","Dropout",25,2.5,2.83,2.66,1,1,1,1,4,1,10,9991,140.7,0,"C_late_20s","C+"
"3298","Dropout",25,0,0,0,1,1,1,4,2,1,4,9003,120,0,"C_late_20s","F"
"3299","Graduate",25,3.01,3.01,3.01,0,1,1,19,9,37,9,9500,120,1,"C_late_20s","B"
"3300","Dropout",25,0,0,0,0,1,1,19,9,19,9,9003,120,0,"C_late_20s","F"
"3301","Graduate",25,3.21,3.21,3.21,0,1,1,34,9,37,90,8014,121.3,0,"C_late_20s","B"
"3302","Dropout",25,3.5,3.62,3.56,1,1,1,38,9,19,8,9670,122.9,0,"C_late_20s","B+"
"3303","Dropout",25,2.5,0,1.25,1,1,1,19,4,19,5,9556,100,1,"C_late_20s","D"
"3304","Graduate",25,3.44,3.69,3.56,1,1,1,34,0,34,0,9670,114.8,0,"C_late_20s","B+"
"3305","Dropout",25,2.8,2.81,2.8,0,1,1,1,1,19,5,9670,100,0,"C_late_20s","B-"
"3306","Enrolled",25,2.67,2.83,2.75,0,1,1,38,3,38,3,9991,140,0,"C_late_20s","B-"
"3307","Enrolled",25,2.96,2.92,2.94,0,1,1,37,9,37,9,9556,159,0,"C_late_20s","B-"
"3308","Dropout",25,0,0,0,0,1,1,34,0,34,0,9130,140,0,"C_late_20s","F"
"3309","Enrolled",25,2.75,2.5,2.62,1,1,1,1,4,19,5,9119,100,0,"C_late_20s","C+"
"3310","Dropout",25,0,3.5,1.75,1,1,1,19,9,37,3,9119,135,0,"C_late_20s","C-"
"3311","Dropout",25,0,0,0,1,1,22,2,2,37,8,9147,130,0,"C_late_20s","F"
"3312","Graduate",25,2.9,3.01,2.96,1,1,1,1,9,1,9,171,134.3,0,"C_late_20s","B-"
"3313","Graduate",25,3.14,3.14,3.14,1,1,1,1,4,19,4,9070,140,0,"C_late_20s","B"
"3314","Dropout",25,3.62,0,1.81,1,2,1,1,4,19,4,9003,120,0,"C_late_20s","C-"
"3315","Enrolled",25,2.82,3.05,2.93,0,1,1,1,4,37,9,9670,96,1,"C_late_20s","B-"
"3316","Enrolled",25,3.12,2.75,2.94,0,1,1,1,4,1,2,9991,127.7,0,"C_late_20s","B-"
"3317","Dropout",25,0,0,0,1,1,1,34,0,1,2,9085,128.2,0,"C_late_20s","F"
"3318","Graduate",25,3.07,3.25,3.16,1,1,1,1,4,19,9,9670,140,1,"C_late_20s","B"
"3319","Dropout",25,3.24,3.28,3.26,1,1,1,19,7,1,10,9556,105,0,"C_late_20s","B"
"3320","Dropout",25,2.88,3.1,2.99,1,1,1,38,7,38,7,9070,105.2,0,"C_late_20s","B-"
"3321","Enrolled",25,2.92,3,2.96,1,1,1,19,4,19,4,9003,140,0,"C_late_20s","B-"
"3322","Enrolled",25,2.75,2.88,2.82,1,1,1,37,7,38,7,9147,110,0,"C_late_20s","B-"
"3323","Graduate",25,3.38,3.12,3.25,0,1,1,37,9,37,9,9070,129,0,"C_late_20s","B"
"3324","Graduate",25,3.34,3.34,3.34,0,1,1,19,9,37,4,9500,120,1,"C_late_20s","B+"
"3325","Graduate",25,3.7,3.7,3.7,0,1,1,37,4,37,4,9500,140,0,"C_late_20s","A-"
"3326","Enrolled",25,2.83,2.94,2.88,0,1,100,1,4,1,7,8014,119.5,0,"C_late_20s","B-"
"3327","Dropout",25,2.8,3.15,2.97,0,1,1,1,4,1,7,9670,100,0,"C_late_20s","B-"
"3328","Dropout",25,0,0,0,0,1,1,19,4,1,1,9254,101,0,"C_late_20s","F"
"3329","Graduate",25,3.67,3.38,3.52,1,1,1,19,4,1,8,9773,140,0,"C_late_20s","B+"
"3330","Enrolled",25,0,0,0,1,1,1,38,9,19,8,9085,138.3,0,"C_late_20s","F"
"3331","Dropout",25,2.86,3.06,2.96,1,1,1,19,9,37,7,171,133.9,0,"C_late_20s","B-"
"3332","Dropout",25,3.09,3.06,3.08,1,1,1,38,5,37,6,33,120,0,"C_late_20s","B"
"3333","Dropout",25,0,0,0,1,1,1,1,9,38,9,9130,150,0,"C_late_20s","F"
"3334","Graduate",25,3.56,3.69,3.62,1,1,1,37,7,1,3,9147,148.8,1,"C_late_20s","B+"
"3335","Dropout",25,2.86,3,2.93,1,2,1,1,9,37,1,9003,122,0,"C_late_20s","B-"
"3336","Dropout",25,3.12,2.9,3.01,1,1,1,37,5,1,4,9003,130,0,"C_late_20s","B"
"3337","Dropout",25,0,0,0,1,1,1,1,4,3,5,9003,130,0,"C_late_20s","F"
"3338","Dropout",25,2.56,2.81,2.68,1,1,1,37,9,37,9,9070,119.3,1,"C_late_20s","C+"
"3339","Graduate",25,2.7,2.84,2.77,1,1,1,37,9,37,9,9991,135.8,0,"C_late_20s","B-"
"3340","Dropout",25,0,0,0,1,1,101,1,2,19,7,171,110,1,"C_late_20s","F"
"3341","Graduate",25,3.33,3.07,3.2,0,1,22,37,9,37,9,8014,145.7,0,"C_late_20s","B"
"3342","Dropout",25,0,0,0,1,1,1,1,4,38,9,9991,115,0,"C_late_20s","F"
"3343","Dropout",25,2.88,3.38,3.13,1,1,1,37,5,1,4,9991,151.2,0,"C_late_20s","B"
"3344","Graduate",25,3.17,3.17,3.17,1,1,1,37,9,37,9,9500,130,0,"C_late_20s","B"
"3345","Dropout",25,2.81,2.8,2.8,1,1,1,1,1,38,9,9003,140,0,"C_late_20s","B-"
"3346","Enrolled",25,2.99,3.01,3,0,4,1,19,9,3,2,9556,130,0,"C_late_20s","B"
"3347","Dropout",25,0,0,0,1,1,1,1,4,38,7,9119,112,0,"C_late_20s","F"
"3348","Graduate",25,3.54,3.38,3.46,1,1,1,1,3,37,5,9670,110,1,"C_late_20s","B+"
"3349","Enrolled",25,2.75,2.81,2.78,0,1,1,37,9,37,9,9991,130.1,0,"C_late_20s","B-"
"3350","Enrolled",25,2.92,2.83,2.88,0,1,1,37,6,37,6,9085,110,1,"C_late_20s","B-"
"3351","Dropout",25,2.75,0,1.38,0,1,1,34,0,34,0,9670,108,0,"C_late_20s","D+"
"3352","Dropout",25,2.75,3.17,2.96,0,1,1,19,9,1,5,9991,134,0,"C_late_20s","B-"
"3353","Graduate",25,3.61,3.42,3.51,0,1,1,19,4,19,5,9853,150,0,"C_late_20s","B+"
"3354","Graduate",25,4.21,4.12,4.16,0,1,1,2,4,3,7,9085,173.3,0,"C_late_20s","A"
"3355","Graduate",25,3.14,3.04,3.09,0,1,1,38,9,19,6,9556,100,1,"C_late_20s","B"
"3356","Graduate",25,2.92,2.79,2.86,1,1,6,34,0,34,0,8014,134.5,0,"C_late_20s","B-"
"3357","Dropout",25,2.89,2.89,2.89,1,1,1,2,3,3,3,9773,111.8,0,"C_late_20s","B-"
"3358","Enrolled",25,2.75,3,2.88,1,2,1,37,9,37,6,9991,132,0,"C_late_20s","B-"
"3359","Graduate",25,2.62,3,2.81,1,1,1,1,4,37,6,9991,120,0,"C_late_20s","B-"
"3360","Dropout",25,0,0,0,0,1,1,37,9,37,9,9147,130,0,"C_late_20s","F"
"3361","Graduate",25,3.33,3.38,3.36,0,2,1,38,0,19,10,8014,111.3,0,"C_late_20s","B+"
"3362","Dropout",25,0,0,0,1,1,1,37,9,37,10,9003,130,0,"C_late_20s","F"
"3363","Enrolled",25,2.79,2.95,2.87,1,1,1,37,5,37,7,9254,119.3,0,"C_late_20s","B-"
"3364","Dropout",25,0,0,0,1,1,1,1,9,1,4,9003,140,0,"C_late_20s","F"
"3365","Dropout",25,0,0,0,1,1,1,3,2,1,5,9085,103,0,"C_late_20s","F"
"3366","Dropout",25,3.75,2.88,3.32,1,1,1,19,9,37,9,33,96.1,0,"C_late_20s","B+"
"3367","Enrolled",25,3.25,2.92,3.08,0,1,1,2,3,3,2,9556,100,0,"C_late_20s","B"
"3368","Dropout",25,2.75,2.94,2.84,1,1,1,37,9,19,7,9003,134.3,0,"C_late_20s","B-"
"3369","Enrolled",25,3.32,3.32,3.32,0,1,1,38,5,37,7,9500,120,1,"C_late_20s","B+"
"3370","Graduate",25,3.02,3.02,3.02,0,1,1,19,1,1,1,9500,140.8,0,"C_late_20s","B"
"3371","Enrolled",25,2.81,3,2.91,0,1,1,38,9,19,5,9991,130,0,"C_late_20s","B-"
"3372","Enrolled",25,3.29,3.15,3.22,1,1,1,37,9,19,9,9254,134.5,0,"C_late_20s","B"
"3373","Dropout",25,0,0,0,1,1,1,38,9,37,7,171,140,0,"C_late_20s","F"
"3374","Dropout",25,2.69,2.96,2.83,1,1,1,37,9,37,9,9147,110.4,0,"C_late_20s","B-"
"3375","Dropout",25,0,0,0,1,1,1,19,4,1,4,9147,120,0,"C_late_20s","F"
"3376","Dropout",25,0,0,0,0,2,1,37,9,37,9,9147,120,0,"C_late_20s","F"
"3377","Graduate",25,3.32,3.32,3.32,0,1,1,3,2,37,6,9500,130,0,"C_late_20s","B+"
"3378","Dropout",25,0,0,0,1,1,1,37,9,37,9,9991,120,0,"C_late_20s","F"
"3379","Enrolled",25,2.9,3.25,3.08,1,1,1,37,9,1,10,33,121.2,0,"C_late_20s","B"
"3380","Enrolled",26,3,2.7,2.85,1,1,1,19,7,37,10,9254,100,0,"C_late_20s","B-"
"3381","Dropout",26,3,0,1.5,0,1,41,1,4,1,4,9130,100,0,"C_late_20s","D+"
"3382","Graduate",26,2.92,3,2.96,0,1,1,19,4,2,6,8014,148,0,"C_late_20s","B-"
"3383","Enrolled",26,3.17,3.29,3.23,0,1,1,37,9,19,8,9991,140,1,"C_late_20s","B"
"3384","Dropout",26,0,0,0,0,1,1,37,9,37,9,9991,126.3,1,"C_late_20s","F"
"3385","Graduate",26,3.71,3.79,3.75,0,1,1,3,2,19,1,9238,116.1,0,"C_late_20s","A-"
"3386","Dropout",26,0,0,0,0,1,1,19,9,19,5,9085,150,0,"C_late_20s","F"
"3387","Dropout",26,0,0,0,0,1,1,19,4,37,7,9119,151,0,"C_late_20s","F"
"3388","Enrolled",26,3.25,3,3.12,0,1,1,37,9,38,1,9147,130,0,"C_late_20s","B"
"3389","Dropout",26,0,0,0,0,1,1,3,2,39,3,9085,172,0,"C_late_20s","F"
"3390","Dropout",26,3.18,2.74,2.96,0,4,1,38,5,19,7,9500,140,1,"C_late_20s","B-"
"3391","Enrolled",26,2.8,3.04,2.92,0,1,1,1,5,19,3,9500,140,0,"C_late_20s","B-"
"3392","Graduate",26,3.5,3.9,3.7,0,1,1,37,6,37,6,9991,140,0,"C_late_20s","A-"
"3393","Enrolled",26,3.69,3.45,3.57,0,1,1,3,2,1,4,33,152.8,0,"C_late_20s","B+"
"3394","Dropout",26,0,0,0,1,1,1,37,9,37,9,9147,110.3,0,"C_late_20s","F"
"3395","Graduate",26,3,3.71,3.36,0,2,1,19,9,19,7,9991,152.4,0,"C_late_20s","B+"
"3396","Graduate",26,3.08,3.14,3.11,0,1,1,1,4,37,1,9991,100,0,"C_late_20s","B"
"3397","Dropout",26,0,0,0,0,1,1,37,9,12,4,8014,140,0,"C_late_20s","F"
"3398","Graduate",26,2.96,3.12,3.04,0,1,1,1,4,1,7,9085,150,0,"C_late_20s","B"
"3399","Graduate",26,3.42,3.42,3.42,0,1,1,37,9,37,7,9500,133,1,"C_late_20s","B+"
"3400","Dropout",26,2.81,3,2.91,1,1,1,3,2,1,9,9119,108.2,0,"C_late_20s","B-"
"3401","Dropout",26,2.81,2.75,2.78,0,1,1,37,5,37,6,171,108.3,0,"C_late_20s","B-"
"3402","Dropout",26,3,2.75,2.88,0,1,1,19,7,38,4,9991,125.7,0,"C_late_20s","B-"
"3403","Dropout",26,0,0,0,1,1,1,34,0,34,0,9670,107,0,"C_late_20s","F"
"3404","Enrolled",26,2.5,3,2.75,1,1,1,38,5,38,5,9254,123.3,0,"C_late_20s","B-"
"3405","Dropout",26,2.94,0,1.47,0,1,1,34,0,37,0,9773,102.5,0,"C_late_20s","D+"
"3406","Dropout",26,0,0,0,1,1,1,6,3,22,3,9670,120,0,"C_late_20s","F"
"3407","Dropout",26,3.25,3.5,3.38,1,1,41,41,3,1,4,9147,100,0,"C_late_20s","B+"
"3408","Dropout",26,0,0,0,1,1,1,1,9,4,5,9003,144.1,0,"C_late_20s","F"
"3409","Graduate",26,2.75,2.75,2.75,0,1,1,37,9,37,7,9500,116,1,"C_late_20s","B-"
"3410","Dropout",26,3.17,2.75,2.96,0,2,1,19,9,19,5,9085,101,0,"C_late_20s","B-"
"3411","Dropout",26,0,0,0,1,1,1,37,5,37,3,9670,110,0,"C_late_20s","F"
"3412","Dropout",26,3.12,2.5,2.81,1,1,1,1,4,1,4,9085,130,0,"C_late_20s","B-"
"3413","Dropout",26,0,0,0,0,1,1,19,9,38,9,9147,129.2,0,"C_late_20s","F"
"3414","Enrolled",26,3.78,3.42,3.6,1,1,1,19,9,2,3,9254,170,0,"C_late_20s","B+"
"3415","Graduate",26,3.27,3.27,3.27,1,2,1,37,9,37,4,9500,127.3,0,"C_late_20s","B"
"3416","Graduate",26,3.11,3.21,3.16,1,1,1,37,9,37,9,9254,126.5,0,"C_late_20s","B"
"3417","Dropout",26,0,0,0,1,1,1,9,4,19,4,9130,131.2,1,"C_late_20s","F"
"3418","Graduate",26,3.1,3.1,3.1,1,1,1,1,3,1,7,9991,140,0,"C_late_20s","B"
"3419","Dropout",26,2.62,0,1.31,1,1,1,19,5,19,9,9147,121.5,0,"C_late_20s","D+"
"3420","Graduate",26,3.17,3.06,3.12,0,1,1,19,9,37,6,9085,130,0,"C_late_20s","B"
"3421","Dropout",26,0,0,0,0,1,1,3,4,1,4,9500,140,0,"C_late_20s","F"
"3422","Dropout",26,0,0,0,1,1,1,1,5,1,10,9254,124.5,0,"C_late_20s","F"
"3423","Dropout",26,2.81,2.83,2.82,1,1,1,3,2,4,2,9991,133.9,0,"C_late_20s","B-"
"3424","Dropout",26,0,0,0,1,1,1,4,4,19,5,9254,98,0,"C_late_20s","F"
"3425","Dropout",26,0,0,0,1,1,1,34,90,34,90,9119,130,0,"C_late_20s","F"
"3426","Dropout",26,0,0,0,1,1,1,19,9,38,9,9147,102.5,0,"C_late_20s","F"
"3427","Dropout",26,2.62,2.61,2.62,1,1,1,1,4,1,4,8014,128.5,0,"C_late_20s","C+"
"3428","Graduate",26,3.3,2.91,3.1,0,1,1,19,5,37,7,33,118.6,0,"C_late_20s","B"
"3429","Graduate",26,3.5,3.4,3.45,1,1,1,19,9,38,7,9070,135.9,0,"C_late_20s","B+"
"3430","Enrolled",26,2.67,2.8,2.73,0,1,1,19,9,1,8,8014,105,0,"C_late_20s","B-"
"3431","Enrolled",26,3,2.81,2.91,0,1,1,19,9,37,8,9991,138.5,0,"C_late_20s","B-"
"3432","Dropout",26,3.04,2.92,2.98,0,1,1,19,4,19,5,9556,122.8,0,"C_late_20s","B-"
"3433","Dropout",26,2.94,0,1.47,1,1,1,3,2,1,4,9556,136.1,0,"C_late_20s","D+"
"3434","Enrolled",26,3.32,3.04,3.18,1,1,1,3,3,39,7,9070,126.4,0,"C_late_20s","B"
"3435","Enrolled",26,0,0,0,1,1,1,38,134,1,134,9003,140,0,"C_late_20s","F"
"3436","Dropout",26,2.5,0,1.25,1,2,1,3,2,1,2,9003,113.3,0,"C_late_20s","D"
"3437","Enrolled",26,0,0,0,0,2,1,19,9,38,9,9556,112.8,1,"C_late_20s","F"
"3438","Enrolled",26,3.86,3.62,3.74,0,1,1,4,2,1,9,9085,120,0,"C_late_20s","A-"
"3439","Dropout",26,2.5,2.5,2.5,1,1,1,37,9,37,9,9147,104,0,"C_late_20s","C+"
"3440","Dropout",26,3.26,3.33,3.3,1,1,1,3,3,38,7,9500,127,0,"C_late_20s","B+"
"3441","Enrolled",26,3.08,2.92,3,0,1,1,37,5,37,5,8014,111,1,"C_late_20s","B"
"3442","Graduate",26,2.95,3.32,3.13,0,1,1,9,90,9,90,8014,130,0,"C_late_20s","B"
